src,average_scc,out_degree,in_degree,bi_degree,bi_degree_density,in_degree_density,out_degree_density,label
21587,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21588,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21589,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21590,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21591,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21592,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21593,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21594,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21595,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21596,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21597,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21598,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21599,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21600,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21601,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21602,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21603,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21604,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21605,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21606,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21607,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21608,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21609,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21610,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21611,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21612,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21613,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21614,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21615,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21616,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21617,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21618,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21619,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21620,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21621,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21622,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21623,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21624,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21625,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21626,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21627,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21628,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21629,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21630,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21631,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21632,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21633,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21634,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21635,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21636,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21637,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21638,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21639,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21640,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21641,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21642,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21643,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21644,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21645,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21646,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21647,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21648,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21649,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21650,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21651,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21652,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21653,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21654,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21655,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21656,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21657,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21658,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21659,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21660,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21661,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21662,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21663,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21664,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21665,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21666,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21667,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21668,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21669,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21670,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21671,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21672,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21673,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21674,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21675,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21676,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21677,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21678,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21679,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21680,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21681,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21682,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21683,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21684,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21685,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21686,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21687,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21688,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21689,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21690,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21691,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21692,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21693,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21694,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21695,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21696,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21697,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21698,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21699,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21700,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21701,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21702,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21703,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21704,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21705,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21706,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21707,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21708,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21709,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21710,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21711,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21712,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21713,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21714,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21715,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21716,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21717,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21718,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21719,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21720,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21721,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21722,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21723,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21724,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21725,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21726,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21727,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21728,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21729,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21730,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21731,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21732,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21733,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21734,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21735,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21736,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21737,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21738,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21739,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21740,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21741,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21742,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21743,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21744,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21745,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21746,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21747,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21748,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21749,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21750,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21751,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21752,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21753,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21754,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21755,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21756,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21757,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21758,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21759,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21760,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21761,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21762,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21763,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21764,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21765,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21766,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21767,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21768,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21769,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21770,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21771,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21772,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21773,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21774,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21775,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21776,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21777,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21778,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21779,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21780,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21781,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21782,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21783,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21784,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21785,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21786,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21787,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21788,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21789,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21790,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21791,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21792,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21793,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21794,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21795,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21796,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21797,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21798,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21799,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21800,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21801,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21802,0,0.0,1.0,0.0,0.0,1.0,0.0,0
21803,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21804,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21805,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21806,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21807,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21808,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21809,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21810,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21811,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21812,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21813,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21814,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21815,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21816,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21817,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21818,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21819,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21820,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21821,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21822,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21823,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21824,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21825,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21826,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21827,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21828,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21829,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21830,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21831,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21832,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21833,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21834,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21835,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21836,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21837,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21838,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21839,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21840,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21841,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21842,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21843,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21844,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21845,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21846,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21847,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21848,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21849,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21850,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21851,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21852,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21853,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21854,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21855,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21856,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21857,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21858,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21859,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21860,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21861,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21862,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21863,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21864,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21865,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21866,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21867,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21868,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21869,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21870,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21871,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21872,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21873,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21874,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21875,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21876,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21877,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21878,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21879,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21880,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21881,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21882,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21883,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21884,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21885,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21886,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21887,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21888,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21889,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21890,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21891,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21892,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21893,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21894,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21895,0,0.0,1.0,0.0,0.0,1.0,0.0,0
21896,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21897,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21898,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21899,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21900,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21901,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21902,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21903,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21904,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21905,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21906,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21907,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21908,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21909,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21910,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21911,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21912,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21913,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21914,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21915,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21916,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21917,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21918,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21919,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21920,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21921,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21922,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21923,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21924,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21925,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21926,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21927,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21928,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21929,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21930,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21931,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21932,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21933,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21934,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21935,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21936,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21937,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21938,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21939,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21940,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21941,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21942,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21943,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21944,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21945,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21946,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21947,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21948,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21949,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21950,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21951,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21952,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21953,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21954,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21955,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21956,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21957,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21958,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21959,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21960,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21961,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21962,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21963,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21964,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21965,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21966,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21967,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21968,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21969,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21970,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21971,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21972,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21973,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21974,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21975,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21976,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21977,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21978,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21979,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21980,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21981,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21982,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21983,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21984,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21985,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21986,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21987,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21988,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21989,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21990,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21991,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21992,0,0.0,2.0,0.0,0.0,1.0,0.0,1
21993,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21994,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21995,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21996,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21997,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21998,0,0.0,1.0,0.0,0.0,1.0,0.0,1
21999,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22000,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22001,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22002,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22003,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22004,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22005,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22006,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22007,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22008,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22009,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22010,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22011,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22012,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22013,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22014,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22015,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22016,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22017,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22018,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22019,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22020,0,0.0,2.0,0.0,0.0,1.0,0.0,1
22021,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22022,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22023,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22024,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22025,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22026,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22027,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22028,0,0.0,2.0,0.0,0.0,1.0,0.0,1
22029,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22030,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22031,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22032,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22033,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22034,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22035,0,0.0,1.0,0.0,0.0,1.0,0.0,1
22036,0,0.0,1.0,0.0,0.0,1.0,0.0,1
